chapter,total_score,earned_score,percentage,practice_file,item_id,description,difficulty,earned,max,correct
2.2.3,23,11,47.8,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/2.2.3-materials/2.2.3_practice_202608021035.ipynb,M23,完成代码填空,medium,1,1,True
2.2.4,24,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/2.2.4-materials/2.2.4_practice_202608021121.ipynb,M1,完成代码填空,medium,0,1,False
2.2.4,24,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/2.2.4-materials/2.2.4_practice_202608021121.ipynb,M2,显示数据前几行,medium,0,1,False
2.2.4,24,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/2.2.4-materials/2.2.4_practice_202608021121.ipynb,M3,完成代码填空,medium,0,1,False
2.2.4,24,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/2.2.4-materials/2.2.4_practice_202608021121.ipynb,M4,完成代码填空,medium,0,1,False
2.2.4,24,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/2.2.4-materials/2.2.4_practice_202608021121.ipynb,M5,完成代码填空,hard,0,1,False
2.2.4,24,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/2.2.4-materials/2.2.4_practice_202608021121.ipynb,M6,完成代码填空,hard,0,1,False
2.2.4,24,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/2.2.4-materials/2.2.4_practice_202608021121.ipynb,M7,完成代码填空,hard,0,1,False
2.2.4,24,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/2.2.4-materials/2.2.4_practice_202608021121.ipynb,M8,完成代码填空,easy,0,1,False
2.2.4,24,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/2.2.4-materials/2.2.4_practice_202608021121.ipynb,M9,划分训练集和测试集,medium,0,1,False
2.2.4,24,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/2.2.4-materials/2.2.4_practice_202608021121.ipynb,M10,划分训练集和测试集,medium,0,1,False
2.2.4,24,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/2.2.4-materials/2.2.4_practice_202608021121.ipynb,M11,完成代码填空,easy,0,1,False
2.2.4,24,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/2.2.4-materials/2.2.4_practice_202608021121.ipynb,M12,训练模型,medium,0,1,False
2.2.4,24,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/2.2.4-materials/2.2.4_practice_202608021121.ipynb,M13,完成代码填空,medium,0,1,False
2.2.4,24,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/2.2.4-materials/2.2.4_practice_202608021121.ipynb,M14,模型预测,medium,0,1,False
2.2.4,24,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/2.2.4-materials/2.2.4_practice_202608021121.ipynb,M15,保存结果到文件,medium,0,1,False
2.2.4,24,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/2.2.4-materials/2.2.4_practice_202608021121.ipynb,M16,保存结果到文件,medium,0,1,False
2.2.4,24,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/2.2.4-materials/2.2.4_practice_202608021121.ipynb,M17,完成代码填空,medium,0,1,False
2.2.4,24,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/2.2.4-materials/2.2.4_practice_202608021121.ipynb,M18,完成代码填空,medium,0,1,False
2.2.4,24,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/2.2.4-materials/2.2.4_practice_202608021121.ipynb,M19,完成代码填空,hard,0,1,False
2.2.4,24,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/2.2.4-materials/2.2.4_practice_202608021121.ipynb,M20,完成代码填空,hard,0,1,False
2.2.4,24,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/2.2.4-materials/2.2.4_practice_202608021121.ipynb,M21,训练模型,medium,0,1,False
2.2.4,24,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/2.2.4-materials/2.2.4_practice_202608021121.ipynb,M22,模型预测,medium,0,1,False
2.2.4,24,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/2.2.4-materials/2.2.4_practice_202608021121.ipynb,M23,完成代码填空,medium,0,1,False
2.2.4,24,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/2.2.4-materials/2.2.4_practice_202608021121.ipynb,M24,完成代码填空,medium,0,1,False
