chapter,total_score,earned_score,percentage,practice_file,item_id,description,difficulty,earned,max,correct
1.1.2,34,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/1.1.2-materials/1.1.2_practice_202608052257.ipynb,M2,对传感器类型进行分组，并计算每个组的数据数量和平均值,hard,0,1,False
1.1.2,34,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/1.1.2-materials/1.1.2_practice_202608052257.ipynb,M3,对传感器类型进行分组，并计算每个组的数据数量和平均值,hard,0,1,False
1.1.2,34,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/1.1.2-materials/1.1.2_practice_202608052257.ipynb,M4,对传感器类型进行分组，并计算每个组的数据数量和平均值,hard,0,1,False
1.1.2,34,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/1.1.2-materials/1.1.2_practice_202608052257.ipynb,M5,筛选出温度和湿度数据，然后按位置和传感器类型分组，计算每个组的平均值,hard,0,1,False
1.1.2,34,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/1.1.2-materials/1.1.2_practice_202608052257.ipynb,M6,筛选出温度和湿度数据，然后按位置和传感器类型分组，计算每个组的平均值,hard,0,1,False
1.1.2,34,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/1.1.2-materials/1.1.2_practice_202608052257.ipynb,M7,标记异常值,medium,0,3,False
1.1.2,34,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/1.1.2-materials/1.1.2_practice_202608052257.ipynb,M8,标记异常值,medium,0,3,False
1.1.2,34,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/1.1.2-materials/1.1.2_practice_202608052257.ipynb,M9,标记异常值,medium,0,3,False
1.1.2,34,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/1.1.2-materials/1.1.2_practice_202608052257.ipynb,M10,输出异常值数量,medium,0,2,False
1.1.2,34,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/1.1.2-materials/1.1.2_practice_202608052257.ipynb,M11,使用前向填充和后向填充的方法填补缺失值,medium,0,2,False
1.1.2,34,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/1.1.2-materials/1.1.2_practice_202608052257.ipynb,M12,使用前向填充和后向填充的方法填补缺失值,medium,0,2,False
1.1.2,34,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/1.1.2-materials/1.1.2_practice_202608052257.ipynb,M13,使用前向填充和后向填充的方法填补缺失值,medium,0,2,False
1.1.2,34,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/1.1.2-materials/1.1.2_practice_202608052257.ipynb,M14,使用前向填充和后向填充的方法填补缺失值,medium,0,2,False
1.1.2,34,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/1.1.2-materials/1.1.2_practice_202608052257.ipynb,M15,删除用于标记异常值的列，并将清洗后的数据保存到新的CSV文件中,medium,0,2,False
1.1.2,34,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/1.1.2-materials/1.1.2_practice_202608052257.ipynb,M16,删除用于标记异常值的列，并将清洗后的数据保存到新的CSV文件中,medium,0,2,False
1.1.2,34,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/1.1.2-materials/1.1.2_practice_202608052257.ipynb,M17,删除用于标记异常值的列，并将清洗后的数据保存到新的CSV文件中,hard,0,2,False
1.1.2,34,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/1.1.2-materials/1.1.2_practice_202608052257.ipynb,M18,删除用于标记异常值的列，并将清洗后的数据保存到新的CSV文件中,hard,0,2,False
1.1.3,13,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/1.1.3-materials/1.1.3_practice_202608052258.ipynb,M1,完成代码填空,hard,0,1,False
1.1.3,13,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/1.1.3-materials/1.1.3_practice_202608052258.ipynb,M2,完成代码填空,hard,0,1,False
1.1.3,13,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/1.1.3-materials/1.1.3_practice_202608052258.ipynb,M3,完成代码填空,medium,0,1,False
1.1.3,13,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/1.1.3-materials/1.1.3_practice_202608052258.ipynb,M4,完成代码填空,medium,0,1,False
1.1.3,13,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/1.1.3-materials/1.1.3_practice_202608052258.ipynb,M5,完成代码填空,easy,0,1,False
1.1.3,13,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/1.1.3-materials/1.1.3_practice_202608052258.ipynb,M6,完成代码填空,easy,0,1,False
1.1.3,13,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/1.1.3-materials/1.1.3_practice_202608052258.ipynb,M7,完成代码填空,medium,0,1,False
1.1.3,13,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/1.1.3-materials/1.1.3_practice_202608052258.ipynb,M8,完成代码填空,medium,0,1,False
1.1.3,13,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/1.1.3-materials/1.1.3_practice_202608052258.ipynb,M9,完成代码填空,medium,0,1,False
1.1.3,13,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/1.1.3-materials/1.1.3_practice_202608052258.ipynb,M10,完成代码填空,medium,0,1,False
1.1.3,13,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/1.1.3-materials/1.1.3_practice_202608052258.ipynb,M11,保存结果到文件,hard,0,1,False
1.1.3,13,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/1.1.3-materials/1.1.3_practice_202608052258.ipynb,M12,保存结果到文件,hard,0,1,False
1.1.3,13,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/1.1.3-materials/1.1.3_practice_202608052258.ipynb,M13,保存结果到文件,hard,0,1,False
1.1.4,27,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/1.1.4-materials/1.1.4_practice_202608052304.ipynb,M1,从本地文件中读取数据,medium,0,2,False
1.1.4,27,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/1.1.4-materials/1.1.4_practice_202608052304.ipynb,M2,打印数据的前5条记录,medium,0,2,False
1.1.4,27,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/1.1.4-materials/1.1.4_practice_202608052304.ipynb,M3,处理缺失值（删除）,medium,0,2,False
1.1.4,27,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/1.1.4-materials/1.1.4_practice_202608052304.ipynb,M4,处理缺失值（删除）,medium,0,1,False
1.1.4,27,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/1.1.4-materials/1.1.4_practice_202608052304.ipynb,M5,处理缺失值（删除）,medium,0,1,False
1.1.4,27,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/1.1.4-materials/1.1.4_practice_202608052304.ipynb,M6,完成代码填空,medium,0,1,False
1.1.4,27,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/1.1.4-materials/1.1.4_practice_202608052304.ipynb,M7,完成代码填空,medium,0,1,False
1.1.4,27,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/1.1.4-materials/1.1.4_practice_202608052304.ipynb,M8,完成代码填空,medium,0,1,False
1.1.4,27,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/1.1.4-materials/1.1.4_practice_202608052304.ipynb,M9,完成代码填空,medium,0,1,False
1.1.4,27,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/1.1.4-materials/1.1.4_practice_202608052304.ipynb,M10,处理异常值,hard,0,1,False
1.1.4,27,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/1.1.4-materials/1.1.4_practice_202608052304.ipynb,M11,处理异常值,hard,0,1,False
1.1.4,27,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/1.1.4-materials/1.1.4_practice_202608052304.ipynb,M12,处理异常值,hard,0,1,False
1.1.4,27,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/1.1.4-materials/1.1.4_practice_202608052304.ipynb,M13,处理异常值,hard,0,1,False
1.1.4,27,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/1.1.4-materials/1.1.4_practice_202608052304.ipynb,M14,完成代码填空,hard,0,1,False
1.1.4,27,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/1.1.4-materials/1.1.4_practice_202608052304.ipynb,M15,完成代码填空,hard,0,1,False
1.1.4,27,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/1.1.4-materials/1.1.4_practice_202608052304.ipynb,M16,完成代码填空,hard,0,1,False
1.1.4,27,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/1.1.4-materials/1.1.4_practice_202608052304.ipynb,M17,完成代码填空,hard,0,1,False
1.1.4,27,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/1.1.4-materials/1.1.4_practice_202608052304.ipynb,M18,保存清洗后的数据,medium,0,1,False
1.1.4,27,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/1.1.4-materials/1.1.4_practice_202608052304.ipynb,M19,统计每个购买类别的用户数,medium,0,1,False
1.1.4,27,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/1.1.4-materials/1.1.4_practice_202608052304.ipynb,M20,统计每个购买类别的用户数,medium,0,1,False
1.1.4,27,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/1.1.4-materials/1.1.4_practice_202608052304.ipynb,M21,统计不同性别的平均购买金额,hard,0,1,False
1.1.4,27,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/1.1.4-materials/1.1.4_practice_202608052304.ipynb,M22,统计不同性别的平均购买金额,hard,0,1,False
1.1.4,27,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/1.1.4-materials/1.1.4_practice_202608052304.ipynb,M23,统计不同年龄段的用户数,medium,0,1,False
1.1.4,27,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/1.1.4-materials/1.1.4_practice_202608052304.ipynb,M24,统计不同年龄段的用户数,medium,0,1,False
1.1.5,40,5,12.5,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/1.1.5-materials/1.1.5_practice_20260802.ipynb,M1,从本地文件中读取数据,medium,0,2,False
1.1.5,40,5,12.5,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/1.1.5-materials/1.1.5_practice_20260802.ipynb,M2,打印数据的前5条记录,medium,0,2,False
1.1.5,40,5,12.5,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/1.1.5-materials/1.1.5_practice_20260802.ipynb,M3,处理缺失值（删除）,medium,0,2,False
1.1.5,40,5,12.5,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/1.1.5-materials/1.1.5_practice_20260802.ipynb,M4,处理缺失值（删除）,medium,1,1,True
1.1.5,40,5,12.5,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/1.1.5-materials/1.1.5_practice_20260802.ipynb,M5,处理缺失值（删除）,medium,1,1,True
1.1.5,40,5,12.5,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/1.1.5-materials/1.1.5_practice_20260802.ipynb,M6,完成代码填空,medium,0,1,False
1.1.5,40,5,12.5,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/1.1.5-materials/1.1.5_practice_20260802.ipynb,M7,完成代码填空,medium,0,1,False
1.1.5,40,5,12.5,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/1.1.5-materials/1.1.5_practice_20260802.ipynb,M8,完成代码填空,medium,0,1,False
1.1.5,40,5,12.5,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/1.1.5-materials/1.1.5_practice_20260802.ipynb,M9,完成代码填空,medium,0,1,False
1.1.5,40,5,12.5,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/1.1.5-materials/1.1.5_practice_20260802.ipynb,M10,完成代码填空,medium,0,1,False
1.1.5,40,5,12.5,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/1.1.5-materials/1.1.5_practice_20260802.ipynb,M11,完成代码填空,medium,0,1,False
1.1.5,40,5,12.5,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/1.1.5-materials/1.1.5_practice_20260802.ipynb,M12,处理异常值,medium,2,2,True
1.1.5,40,5,12.5,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/1.1.5-materials/1.1.5_practice_20260802.ipynb,M13,处理异常值,medium,0,2,False
1.1.5,40,5,12.5,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/1.1.5-materials/1.1.5_practice_20260802.ipynb,M14,处理异常值,medium,0,2,False
1.1.5,40,5,12.5,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/1.1.5-materials/1.1.5_practice_20260802.ipynb,M15,处理异常值,medium,0,2,False
1.1.5,40,5,12.5,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/1.1.5-materials/1.1.5_practice_20260802.ipynb,M16,保存清洗后的数据,medium,0,1,False
1.1.5,40,5,12.5,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/1.1.5-materials/1.1.5_practice_20260802.ipynb,M17,审核字段合理性,medium,1,1,True
1.1.5,40,5,12.5,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/1.1.5-materials/1.1.5_practice_20260802.ipynb,M18,审核字段合理性,medium,0,1,False
1.1.5,40,5,12.5,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/1.1.5-materials/1.1.5_practice_20260802.ipynb,M19,审核字段合理性,medium,0,1,False
1.1.5,40,5,12.5,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/1.1.5-materials/1.1.5_practice_20260802.ipynb,M20,审核字段合理性,medium,0,1,False
1.1.5,40,5,12.5,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/1.1.5-materials/1.1.5_practice_20260802.ipynb,M21,统计每种交通事件的发生次数,medium,0,2,False
1.1.5,40,5,12.5,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/1.1.5-materials/1.1.5_practice_20260802.ipynb,M22,统计不同性别的平均车速、行驶距离和行驶时间,hard,0,1,False
1.1.5,40,5,12.5,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/1.1.5-materials/1.1.5_practice_20260802.ipynb,M23,统计不同性别的平均车速、行驶距离和行驶时间,hard,0,1,False
1.1.5,40,5,12.5,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/1.1.5-materials/1.1.5_practice_20260802.ipynb,M24,统计不同年龄段的驾驶员数,hard,0,1,False
1.1.5,40,5,12.5,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/1.1.5-materials/1.1.5_practice_20260802.ipynb,M25,统计不同年龄段的驾驶员数,hard,0,1,False
1.1.5,40,5,12.5,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/1.1.5-materials/1.1.5_practice_20260802.ipynb,M26,统计不同年龄段的驾驶员数,hard,0,1,False
1.1.5,40,5,12.5,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/1.1.5-materials/1.1.5_practice_20260802.ipynb,M27,统计不同年龄段的驾驶员数,hard,0,1,False
1.1.5,40,5,12.5,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/1.1.5-materials/1.1.5_practice_20260802.ipynb,M28,统计不同年龄段的驾驶员数,medium,0,5,False
2.1.1,20,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/2.1.1-materials/2.1.1_practice_202608052155.ipynb,M1,加载数据集并显示数据集的前五行,medium,0,1,False
2.1.1,20,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/2.1.1-materials/2.1.1_practice_202608052155.ipynb,M2,加载数据集并显示数据集的前五行,medium,0,1,False
2.1.1,20,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/2.1.1-materials/2.1.1_practice_202608052155.ipynb,M3,检查缺失值并删除缺失值所在的行,hard,0,1,False
2.1.1,20,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/2.1.1-materials/2.1.1_practice_202608052155.ipynb,M4,检查缺失值并删除缺失值所在的行,hard,0,1,False
2.1.1,20,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/2.1.1-materials/2.1.1_practice_202608052155.ipynb,M5,检查缺失值并删除缺失值所在的行,hard,0,1,False
2.1.1,20,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/2.1.1-materials/2.1.1_practice_202608052155.ipynb,M6,检查缺失值并删除缺失值所在的行,medium,0,2,False
2.1.1,20,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/2.1.1-materials/2.1.1_practice_202608052155.ipynb,M7,将 'horsepower' 列转换为数值类型，并（删除）处理转换中的异常值,medium,0,1,False
2.1.1,20,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/2.1.1-materials/2.1.1_practice_202608052155.ipynb,M8,将 'horsepower' 列转换为数值类型，并（删除）处理转换中的异常值,medium,0,1,False
2.1.1,20,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/2.1.1-materials/2.1.1_practice_202608052155.ipynb,M9,对数值型数据进行标准化处理,medium,0,1,False
2.1.1,20,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/2.1.1-materials/2.1.1_practice_202608052155.ipynb,M10,选择特征、自变量和目标变量,easy,0,2,False
2.1.1,20,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/2.1.1-materials/2.1.1_practice_202608052155.ipynb,M11,选择特征、自变量和目标变量,easy,0,2,False
2.1.1,20,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/2.1.1-materials/2.1.1_practice_202608052155.ipynb,M12,选择特征、自变量和目标变量,easy,0,2,False
2.1.1,20,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/2.1.1-materials/2.1.1_practice_202608052155.ipynb,M13,划分数据集为训练集和测试集（训练集占8成）,medium,0,1,False
2.1.1,20,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/2.1.1-materials/2.1.1_practice_202608052155.ipynb,M14,划分数据集为训练集和测试集（训练集占8成）,medium,0,1,False
2.1.1,20,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/2.1.1-materials/2.1.1_practice_202608052155.ipynb,M15,保存清洗和处理后的数据（不存储额外的索引号）,hard,0,1,False
2.1.1,20,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/2.1.1-materials/2.1.1_practice_202608052155.ipynb,M16,保存清洗和处理后的数据（不存储额外的索引号）,hard,0,1,False
2.1.2,15,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/2.1.2-materials/2.1.2_practice_202608052218.ipynb,M1,完成代码填空,medium,0,1,False
2.1.2,15,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/2.1.2-materials/2.1.2_practice_202608052218.ipynb,M2,完成代码填空,easy,0,1,False
2.1.2,15,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/2.1.2-materials/2.1.2_practice_202608052218.ipynb,M3,删除缺失值,medium,0,1,False
2.1.2,15,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/2.1.2-materials/2.1.2_practice_202608052218.ipynb,M4,完成代码填空,easy,0,1,False
2.1.2,15,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/2.1.2-materials/2.1.2_practice_202608052218.ipynb,M5,完成代码填空,medium,0,1,False
2.1.2,15,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/2.1.2-materials/2.1.2_practice_202608052218.ipynb,M6,训练模型,medium,0,1,False
2.1.2,15,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/2.1.2-materials/2.1.2_practice_202608052218.ipynb,M7,完成代码填空,easy,0,1,False
2.1.2,15,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/2.1.2-materials/2.1.2_practice_202608052218.ipynb,M8,完成代码填空,easy,0,1,False
2.1.2,15,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/2.1.2-materials/2.1.2_practice_202608052218.ipynb,M9,完成代码填空,easy,0,1,False
2.1.2,15,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/2.1.2-materials/2.1.2_practice_202608052218.ipynb,M10,完成代码填空,easy,0,1,False
2.1.2,15,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/2.1.2-materials/2.1.2_practice_202608052218.ipynb,M11,完成代码填空,easy,0,1,False
2.1.2,15,0,0.0,/Users/air/Downloads/GUIDE_AI_3/人工智能训练师_3级_sucai/2.1.2-materials/2.1.2_practice_202608052218.ipynb,M12,完成代码填空,easy,0,1,False
